City_ID,City,Country,AQI_Value,AQI_Category,CO_AQI_Value,CO_AQI_Category,Ozone_AQI_Value,Ozone_AQI_Category,NO2_AQI_Value,NO2_AQI_Category,PM2.5_AQI_Value,PM2.5_AQI_Category
19041,Kiraoli,India,264,Very Unhealthy,1,Good,38,Good,1,Good,264,Very Unhealthy
19042,Kirkuk,Iraq,137,Unhealthy for Sensitive Groups,1,Good,69,Moderate,1,Good,137,Unhealthy for Sensitive Groups
19043,Komagane,Japan,47,Good,1,Good,47,Good,0,Good,10,Good
19044,Kosaya Gora,Russian Federation,39,Good,1,Good,36,Good,1,Good,39,Good
19045,Kotlas,Russian Federation,28,Good,1,Good,28,Good,0,Good,18,Good
19046,Kuah,Malaysia,104,Unhealthy for Sensitive Groups,2,Good,58,Moderate,0,Good,104,Unhealthy for Sensitive Groups
19047,Kufstein,Austria,31,Good,1,Good,31,Good,1,Good,15,Good
19048,Kutiyana,India,149,Unhealthy for Sensitive Groups,0,Good,30,Good,0,Good,149,Unhealthy for Sensitive Groups
19049,Lafayette,United States of America,81,Moderate,1,Good,20,Good,8,Good,81,Moderate
19050,San Miniato,Italy,39,Good,1,Good,39,Good,2,Good,35,Good
19052,Santa Maria Da Boa Vista,Brazil,20,Good,0,Good,12,Good,0,Good,20,Good
19053,Santiago Atitlan,Guatemala,106,Unhealthy for Sensitive Groups,4,Good,4,Good,14,Good,106,Unhealthy for Sensitive Groups
19054,Sao Jose Da Laje,Brazil,48,Good,1,Good,12,Good,3,Good,48,Good
19055,Shaoxing,China,109,Unhealthy for Sensitive Groups,2,Good,109,Unhealthy for Sensitive Groups,3,Good,93,Moderate
19057,Sabadell,Spain,50,Good,1,Good,32,Good,5,Good,50,Good
19058,Saint Leu La Foret,France,50,Good,1,Good,20,Good,5,Good,50,Good
19059,Saint Pierre,France,51,Moderate,1,Good,28,Good,0,Good,51,Moderate
19060,Salar,Uzbekistan,150,Unhealthy,1,Good,81,Moderate,3,Good,150,Unhealthy
19061,Sungurlu,Turkey,42,Good,1,Good,42,Good,0,Good,32,Good
19062,Tabatinga,Brazil,21,Good,1,Good,2,Good,0,Good,21,Good
19063,Taixing,China,140,Unhealthy for Sensitive Groups,3,Good,138,Unhealthy for Sensitive Groups,7,Good,140,Unhealthy for Sensitive Groups
19064,Takayama,Japan,45,Good,1,Good,45,Good,0,Good,24,Good
19065,Shirdi,India,143,Unhealthy for Sensitive Groups,1,Good,32,Good,0,Good,143,Unhealthy for Sensitive Groups
19066,Shorapur,India,94,Moderate,0,Good,26,Good,0,Good,94,Moderate
19067,Shrirangapattana,India,53,Moderate,1,Good,24,Good,0,Good,53,Moderate
19068,Siddipet,India,129,Unhealthy for Sensitive Groups,1,Good,35,Good,0,Good,129,Unhealthy for Sensitive Groups
19069,Simcoe,Canada,35,Good,1,Good,35,Good,4,Good,33,Good
19070,Sishui,China,126,Unhealthy for Sensitive Groups,2,Good,126,Unhealthy for Sensitive Groups,2,Good,100,Unhealthy for Sensitive Groups
19071,Snyatyn,Ukraine,68,Moderate,1,Good,40,Good,1,Good,68,Moderate
19073,Staroshcherbinovskaya,Russian Federation,41,Good,1,Good,41,Good,2,Good,18,Good
19074,Steyr,Austria,30,Good,1,Good,28,Good,1,Good,30,Good
19075,Sumare,Brazil,84,Moderate,2,Good,5,Good,9,Good,84,Moderate
19076,Hamakita,Japan,45,Good,1,Good,45,Good,0,Good,15,Good
19077,Hassan,India,30,Good,0,Good,21,Good,0,Good,30,Good
19078,Hassleholm,Sweden,38,Good,0,Good,38,Good,0,Good,29,Good
19079,Hastings,United States of America,54,Moderate,1,Good,30,Good,2,Good,54,Moderate
19080,Hebi,China,184,Unhealthy,6,Good,184,Unhealthy,13,Good,163,Unhealthy
19081,Dehri,India,323,Hazardous,1,Good,54,Moderate,0,Good,268,Very Unhealthy
19082,Diebougou,Burkina Faso,59,Moderate,1,Good,16,Good,0,Good,59,Moderate
19083,Dinajpur,Bangladesh,222,Very Unhealthy,2,Good,107,Unhealthy for Sensitive Groups,1,Good,222,Very Unhealthy
19084,Doembang Nangbuat,Thailand,44,Good,0,Good,20,Good,0,Good,44,Good
19085,Douchy Les Mines,France,37,Good,1,Good,24,Good,2,Good,37,Good
19086,Drexel Heights,United States of America,55,Moderate,1,Good,11,Good,11,Good,55,Moderate
19087,Druskininkai,Lithuania,52,Moderate,1,Good,36,Good,0,Good,52,Moderate
19088,Dzhusaly,Kazakhstan,72,Moderate,1,Good,39,Good,0,Good,72,Moderate
19089,Ejido,Venezuela (Bolivarian Republic of),39,Good,1,Good,10,Good,2,Good,39,Good
19090,Escarcega,Mexico,101,Unhealthy for Sensitive Groups,2,Good,15,Good,2,Good,101,Unhealthy for Sensitive Groups
19091,Estancia Velha,Brazil,55,Moderate,1,Good,13,Good,4,Good,55,Moderate
19092,Falconara Marittima,Italy,45,Good,1,Good,45,Good,0,Good,32,Good
19093,Fernley,United States of America,34,Good,1,Good,34,Good,3,Good,26,Good
19094,Florida Ridge,United States of America,48,Good,1,Good,16,Good,8,Good,48,Good
19095,Fort Beaufort,South Africa,46,Good,1,Good,26,Good,0,Good,46,Good
19096,Pine Hills,United States of America,51,Moderate,1,Good,17,Good,11,Good,51,Moderate
19097,Planeta Rica,Colombia,55,Moderate,1,Good,13,Good,3,Good,55,Moderate
19098,Polyarnyy,Russian Federation,29,Good,1,Good,29,Good,0,Good,8,Good
19099,Pruszkow,Poland,35,Good,1,Good,35,Good,1,Good,31,Good
19100,Puerto Suarez,Bolivia (Plurinational State of),23,Good,0,Good,16,Good,0,Good,23,Good
19101,Fuengirola,Spain,36,Good,1,Good,26,Good,5,Good,36,Good
19102,Gainesville,United States of America,68,Moderate,1,Good,22,Good,4,Good,68,Moderate
19103,Gazipur,Bangladesh,69,Moderate,3,Good,43,Good,3,Good,69,Moderate
19104,Gerstetten,Germany,61,Moderate,1,Good,31,Good,2,Good,61,Moderate
19105,Yuxia,China,141,Unhealthy for Sensitive Groups,3,Good,141,Unhealthy for Sensitive Groups,5,Good,136,Unhealthy for Sensitive Groups
19106,Yuzawa,Japan,35,Good,1,Good,35,Good,0,Good,15,Good
19107,Yzeure,France,39,Good,1,Good,28,Good,1,Good,39,Good
19108,Zalantun,China,34,Good,1,Good,34,Good,0,Good,22,Good
19109,Zernograd,Russian Federation,37,Good,1,Good,37,Good,0,Good,29,Good
19110,Ziway,Ethiopia,77,Moderate,1,Good,21,Good,0,Good,77,Moderate
19111,Wellesley,United States of America,54,Moderate,1,Good,46,Good,3,Good,54,Moderate
19113,Wieliczka,Poland,52,Moderate,1,Good,28,Good,1,Good,52,Moderate
19114,Winfield,United States of America,62,Moderate,1,Good,28,Good,2,Good,62,Moderate
19115,Witham,United Kingdom of Great Britain and Northern Ireland,28,Good,0,Good,28,Good,3,Good,24,Good
19116,Woodburn,United States of America,37,Good,1,Good,15,Good,10,Good,37,Good
19117,Wulfrath,Germany,33,Good,1,Good,33,Good,2,Good,29,Good
19118,Yangzhou,China,150,Unhealthy,3,Good,133,Unhealthy for Sensitive Groups,9,Good,150,Unhealthy
19119,Agadir,Morocco,41,Good,1,Good,23,Good,2,Good,41,Good
19120,Ahualulco,Mexico,66,Moderate,2,Good,1,Good,6,Good,66,Moderate
19121,Aller,Spain,33,Good,0,Good,33,Good,2,Good,11,Good
19122,Amambai,Brazil,14,Good,1,Good,12,Good,0,Good,14,Good
19123,Amposta,Spain,35,Good,1,Good,35,Good,1,Good,27,Good
19124,Anantapur,India,72,Moderate,0,Good,26,Good,0,Good,72,Moderate
19125,Araras,Brazil,63,Moderate,1,Good,9,Good,4,Good,63,Moderate
19126,Arcelia,Mexico,52,Moderate,1,Good,11,Good,3,Good,52,Moderate
19127,Areia,Brazil,43,Good,0,Good,14,Good,3,Good,43,Good
19128,Arusha,United Republic of Tanzania,41,Good,1,Good,10,Good,0,Good,41,Good
19129,Asia,Philippines,120,Unhealthy for Sensitive Groups,1,Good,13,Good,0,Good,120,Unhealthy for Sensitive Groups
19130,Asilah,Morocco,52,Moderate,1,Good,28,Good,8,Good,52,Moderate
19131,Baft,Iran (Islamic Republic of),88,Moderate,0,Good,44,Good,0,Good,88,Moderate
19132,Hokota,Japan,38,Good,1,Good,38,Good,1,Good,21,Good
19133,Hollabrunn,Austria,66,Moderate,1,Good,40,Good,1,Good,66,Moderate
19134,Holzkirchen,Germany,68,Moderate,1,Good,36,Good,2,Good,68,Moderate
19135,Horodok,Ukraine,103,Unhealthy for Sensitive Groups,1,Good,39,Good,1,Good,103,Unhealthy for Sensitive Groups
19136,Huelva,Spain,35,Good,1,Good,35,Good,1,Good,21,Good
19137,Hulyaypole,Ukraine,39,Good,1,Good,39,Good,0,Good,8,Good
19138,Ibirataia,Brazil,30,Good,1,Good,9,Good,1,Good,30,Good
19139,Idylwood,United States of America,50,Good,1,Good,26,Good,11,Good,50,Good
19140,Ihosy,Madagascar,21,Good,0,Good,21,Good,0,Good,7,Good
19141,Canoas,Brazil,69,Moderate,2,Good,8,Good,6,Good,69,Moderate
19142,Castres,France,35,Good,1,Good,35,Good,1,Good,31,Good
19143,Catacamas,Honduras,29,Good,1,Good,13,Good,1,Good,29,Good
19144,Catamarca,Argentina,22,Good,0,Good,22,Good,0,Good,4,Good
19145,Caucasia,Colombia,40,Good,1,Good,9,Good,1,Good,40,Good
19146,Cesena,Italy,35,Good,1,Good,34,Good,4,Good,35,Good
19147,Clayton,United States of America,88,Moderate,2,Good,10,Good,20,Good,88,Moderate
19148,Cuautla,Mexico,154,Unhealthy,4,Good,0,Good,14,Good,154,Unhealthy
19149,Cuddapah,India,85,Moderate,0,Good,26,Good,0,Good,85,Moderate
19150,Cusco,Peru,29,Good,1,Good,2,Good,2,Good,29,Good
19151,Vincennes,United States of America,43,Good,1,Good,43,Good,5,Good,43,Good
19152,Vladivostok,Russian Federation,56,Moderate,1,Good,35,Good,2,Good,56,Moderate
19153,Volosovo,Russian Federation,62,Moderate,1,Good,44,Good,1,Good,62,Moderate
19154,Vychegodskiy,Russian Federation,35,Good,1,Good,26,Good,0,Good,35,Good
19155,Wageningen,Netherlands,36,Good,0,Good,33,Good,1,Good,36,Good
19156,Warnes,Bolivia (Plurinational State of),14,Good,1,Good,5,Good,0,Good,14,Good
19157,Waw,South Sudan,24,Good,2,Good,7,Good,0,Good,24,Good
19158,Wehr,Germany,94,Moderate,1,Good,25,Good,3,Good,94,Moderate
19159,Williams Lake,Canada,34,Good,1,Good,34,Good,0,Good,5,Good
19160,Wittenberge,Germany,34,Good,0,Good,33,Good,1,Good,34,Good
19161,Wolcott,United States of America,44,Good,1,Good,21,Good,12,Good,44,Good
19163,Xinyang,China,150,Unhealthy,3,Good,150,Unhealthy,2,Good,96,Moderate
19164,Xucheng,China,47,Good,1,Good,31,Good,1,Good,47,Good
19165,Yandyrka,Russian Federation,39,Good,1,Good,37,Good,1,Good,39,Good
19166,Yessentukskaya,Russian Federation,45,Good,1,Good,39,Good,1,Good,45,Good
19167,Yuci,China,136,Unhealthy for Sensitive Groups,2,Good,136,Unhealthy for Sensitive Groups,2,Good,81,Moderate
19168,Zhangdian,China,207,Very Unhealthy,5,Good,207,Very Unhealthy,6,Good,156,Unhealthy
19169,Zhengjiatun,China,120,Unhealthy for Sensitive Groups,2,Good,120,Unhealthy for Sensitive Groups,1,Good,81,Moderate
19170,Zipaquira,Colombia,84,Moderate,2,Good,2,Good,7,Good,84,Moderate
19171,Taverny,France,59,Moderate,1,Good,21,Good,5,Good,59,Moderate
19172,Teghra,India,159,Unhealthy,4,Good,127,Unhealthy for Sensitive Groups,1,Good,159,Unhealthy
19173,Teshie,Ghana,69,Moderate,2,Good,20,Good,1,Good,69,Moderate
19174,Tipitapa,Nicaragua,31,Good,1,Good,15,Good,3,Good,31,Good
19175,Tiszavasvari,Hungary,68,Moderate,1,Good,35,Good,2,Good,68,Moderate
19176,Titisee Neustadt,Germany,79,Moderate,1,Good,27,Good,3,Good,79,Moderate
19177,Tranas,Sweden,31,Good,0,Good,31,Good,0,Good,30,Good
19178,Traunreut,Germany,69,Moderate,1,Good,37,Good,1,Good,69,Moderate
19179,Truro,Canada,41,Good,1,Good,15,Good,3,Good,41,Good
19180,Tuzla,Bosnia and Herzegovina,62,Moderate,1,Good,34,Good,0,Good,62,Moderate
19181,Uetze,Germany,36,Good,0,Good,33,Good,1,Good,36,Good
19182,Uhingen,Germany,63,Moderate,1,Good,29,Good,2,Good,63,Moderate
19183,Union De Reyes,Cuba,52,Moderate,1,Good,22,Good,2,Good,52,Moderate
19184,Uran,India,139,Unhealthy for Sensitive Groups,1,Good,25,Good,1,Good,139,Unhealthy for Sensitive Groups
19185,Utrera,Spain,31,Good,1,Good,23,Good,4,Good,31,Good
19186,Vancouver,United States of America,49,Good,1,Good,20,Good,10,Good,49,Good
19187,Vanderbijlpark,South Africa,275,Very Unhealthy,15,Good,8,Good,20,Good,275,Very Unhealthy
19188,Vianen,Netherlands,34,Good,0,Good,34,Good,1,Good,34,Good
19189,Victorias,Philippines,60,Moderate,1,Good,19,Good,0,Good,60,Moderate
19190,Sasolburg,South Africa,181,Unhealthy,7,Good,8,Good,19,Good,181,Unhealthy
19191,Schaffhausen,Switzerland,47,Good,2,Good,21,Good,6,Good,47,Good
19192,Shagonar,Russian Federation,42,Good,1,Good,42,Good,0,Good,28,Good
19193,Shahabad,India,73,Moderate,0,Good,24,Good,0,Good,73,Moderate
19194,Shepetivka,Ukraine,36,Good,1,Good,36,Good,1,Good,28,Good
19195,Shibarghan,Afghanistan,95,Moderate,1,Good,43,Good,0,Good,95,Moderate
19196,Siemianowice Slaskie,Poland,80,Moderate,1,Good,42,Good,2,Good,80,Moderate
19197,Sanchez,Dominican Republic,95,Moderate,3,Good,5,Good,15,Good,95,Moderate
19198,Sao Miguel Do Guama,Brazil,39,Good,1,Good,11,Good,0,Good,39,Good
19199,Somersworth,United States of America,57,Moderate,2,Good,20,Good,8,Good,57,Moderate
19200,Sommacampagna,Italy,66,Moderate,2,Good,28,Good,8,Good,66,Moderate
19201,Starnberg,Germany,52,Moderate,1,Good,36,Good,4,Good,52,Moderate
19202,Strakonice,Czechia,55,Moderate,1,Good,43,Good,2,Good,55,Moderate
19203,Sumedang,Indonesia,67,Moderate,1,Good,37,Good,0,Good,67,Moderate
19204,Chanhassen,United States of America,54,Moderate,1,Good,32,Good,5,Good,54,Moderate
19205,Chaohu,China,153,Unhealthy,4,Good,98,Moderate,6,Good,153,Unhealthy
19206,Charleston,United States of America,78,Moderate,3,Good,10,Good,22,Good,78,Moderate
19207,Chaumont Gistoux,Belgium,64,Moderate,1,Good,28,Good,6,Good,64,Moderate
19208,Chulym,Russian Federation,43,Good,1,Good,43,Good,0,Good,23,Good
19209,Clichy Sous Bois,France,70,Moderate,2,Good,28,Good,5,Good,70,Moderate
19210,Comiso,Italy,54,Moderate,1,Good,40,Good,1,Good,54,Moderate
19211,Corralillo,Cuba,106,Unhealthy for Sensitive Groups,1,Good,25,Good,0,Good,106,Unhealthy for Sensitive Groups
19212,Abu Road,India,164,Unhealthy,1,Good,31,Good,0,Good,164,Unhealthy
19213,Alcala De Guadaira,Spain,29,Good,0,Good,29,Good,1,Good,15,Good
19214,Aldeia De Paio Pires,Portugal,32,Good,1,Good,32,Good,4,Good,28,Good
19215,Aliquippa,United States of America,86,Moderate,2,Good,19,Good,23,Good,86,Moderate
19216,Almaty,Kazakhstan,83,Moderate,1,Good,46,Good,1,Good,83,Moderate
19217,Darwin,Australia,102,Unhealthy for Sensitive Groups,2,Good,58,Moderate,1,Good,102,Unhealthy for Sensitive Groups
19218,Darya Khan,Pakistan,173,Unhealthy,3,Good,149,Unhealthy for Sensitive Groups,0,Good,173,Unhealthy
19219,Dewsbury,United Kingdom of Great Britain and Northern Ireland,33,Good,1,Good,33,Good,3,Good,16,Good
19220,Diphu,India,48,Good,2,Good,29,Good,0,Good,48,Good
19221,Dodola,Ethiopia,46,Good,1,Good,18,Good,0,Good,46,Good
19222,Prescot,United Kingdom of Great Britain and Northern Ireland,34,Good,1,Good,34,Good,4,Good,21,Good
19223,Puente De Ixtla,Mexico,165,Unhealthy,3,Good,13,Good,18,Good,165,Unhealthy
19224,Qiryat Motzkin,Israel,82,Moderate,2,Good,46,Good,6,Good,82,Moderate
19225,Pirae,France,22,Good,0,Good,22,Good,0,Good,6,Good
19226,Porto Ferreira,Brazil,50,Good,1,Good,4,Good,2,Good,50,Good
19227,Portomaggiore,Italy,65,Moderate,1,Good,47,Good,1,Good,65,Moderate
19228,Ronneby,Sweden,34,Good,1,Good,34,Good,1,Good,26,Good
19229,Rubiataba,Brazil,42,Good,1,Good,7,Good,1,Good,42,Good
19230,Saint Peters,United States of America,59,Moderate,2,Good,21,Good,13,Good,59,Moderate
19231,Saint Maur Des Fosses,France,71,Moderate,2,Good,27,Good,6,Good,71,Moderate
19232,Sampues,Colombia,60,Moderate,1,Good,16,Good,2,Good,60,Moderate
19233,San Nicola,Italy,63,Moderate,1,Good,44,Good,1,Good,63,Moderate
19234,San Vito Dei Normanni,Italy,48,Good,1,Good,48,Good,1,Good,33,Good
19235,Sao Goncalo Dos Campos,Brazil,68,Moderate,1,Good,4,Good,6,Good,68,Moderate
19236,Razole,India,93,Moderate,2,Good,47,Good,1,Good,93,Moderate
19237,Ridgefield,United States of America,74,Moderate,2,Good,18,Good,19,Good,74,Moderate
19238,Ronne,Denmark,30,Good,1,Good,28,Good,1,Good,30,Good
19239,Olsberg,Germany,53,Moderate,1,Good,44,Good,0,Good,53,Moderate
19240,Osasco,Brazil,132,Unhealthy for Sensitive Groups,2,Good,31,Good,6,Good,132,Unhealthy for Sensitive Groups
19241,Oulu,Finland,34,Good,1,Good,34,Good,0,Good,3,Good
19242,Palmeiras De Goias,Brazil,33,Good,1,Good,27,Good,0,Good,33,Good
19243,Paterson,United States of America,52,Moderate,1,Good,45,Good,2,Good,52,Moderate
19244,Pennsauken,United States of America,48,Good,1,Good,48,Good,1,Good,40,Good
19245,Shrirampur,India,225,Very Unhealthy,10,Good,9,Good,23,Good,225,Very Unhealthy
19246,Shuangyashan,China,135,Unhealthy for Sensitive Groups,3,Good,30,Good,10,Good,135,Unhealthy for Sensitive Groups
19247,Skoghall,Sweden,39,Good,1,Good,39,Good,0,Good,11,Good
19248,Narva,Russian Federation,35,Good,1,Good,35,Good,0,Good,6,Good
19249,Narwana,India,165,Unhealthy,4,Good,57,Moderate,9,Good,165,Unhealthy
19251,Nevinnomyssk,Russian Federation,48,Good,1,Good,48,Good,1,Good,33,Good
19252,Nikolskoye,Russian Federation,29,Good,1,Good,29,Good,0,Good,10,Good
19253,North Richland Hills,United States of America,69,Moderate,2,Good,33,Good,5,Good,69,Moderate
19254,Novosergiyevka,Russian Federation,37,Good,1,Good,37,Good,0,Good,29,Good
19255,Oakley,United States of America,50,Good,1,Good,32,Good,5,Good,50,Good
19256,Oberhaching,Germany,67,Moderate,1,Good,64,Moderate,0,Good,67,Moderate
19257,Olavarria,Argentina,23,Good,0,Good,21,Good,0,Good,23,Good
19258,Kanor,India,163,Unhealthy,1,Good,35,Good,0,Good,163,Unhealthy
19259,Kanpur,India,173,Unhealthy,4,Good,161,Unhealthy,1,Good,173,Unhealthy
19260,Kashmor,Pakistan,175,Unhealthy,1,Good,50,Good,1,Good,175,Unhealthy
19261,Katowice,Poland,80,Moderate,1,Good,36,Good,4,Good,80,Moderate
19262,Dos Hermanas,Spain,28,Good,0,Good,28,Good,1,Good,14,Good
19263,Droitwich,United Kingdom of Great Britain and Northern Ireland,31,Good,1,Good,31,Good,4,Good,24,Good
19264,Dugulubgey,Russian Federation,46,Good,1,Good,44,Good,1,Good,46,Good
19265,Dunmore,United States of America,64,Moderate,2,Good,30,Good,6,Good,64,Moderate
19266,Elmhurst,United States of America,67,Moderate,2,Good,14,Good,19,Good,67,Moderate
19267,Emmaus,United States of America,57,Moderate,2,Good,23,Good,13,Good,57,Moderate
19268,Fort Stewart,United States of America,132,Unhealthy for Sensitive Groups,3,Good,20,Good,12,Good,132,Unhealthy for Sensitive Groups
19269,Gallatin,United States of America,72,Moderate,2,Good,18,Good,18,Good,72,Moderate
19270,Gannan,China,49,Good,2,Good,49,Good,0,Good,32,Good
19271,Gannavaram,India,94,Moderate,2,Good,56,Moderate,1,Good,94,Moderate
19272,Garching,Germany,68,Moderate,1,Good,38,Good,3,Good,68,Moderate
19273,Gescher,Germany,55,Moderate,1,Good,15,Good,10,Good,55,Moderate
19274,Englewood,United States of America,72,Moderate,2,Good,3,Good,12,Good,72,Moderate
19275,Erie,United States of America,80,Moderate,3,Good,4,Good,17,Good,80,Moderate
19276,Erzincan,Turkey,55,Moderate,0,Good,34,Good,0,Good,55,Moderate
19277,Etawah,India,171,Unhealthy,4,Good,171,Unhealthy,1,Good,170,Unhealthy
19278,Figueira Da Foz,Portugal,36,Good,1,Good,36,Good,1,Good,22,Good
19279,Flinders,Australia,15,Good,0,Good,15,Good,0,Good,10,Good
19280,Fondi,Italy,64,Moderate,1,Good,39,Good,2,Good,64,Moderate
19281,Goianapolis,Brazil,75,Moderate,2,Good,3,Good,6,Good,75,Moderate
19282,Gonen,Turkey,52,Moderate,1,Good,37,Good,0,Good,52,Moderate
19283,Guisa,Cuba,79,Moderate,2,Good,15,Good,5,Good,79,Moderate
19284,Hailar,China,39,Good,1,Good,39,Good,0,Good,30,Good
19285,Hanumangarh,India,163,Unhealthy,3,Good,163,Unhealthy,0,Good,158,Unhealthy
19286,Heide,Germany,50,Good,1,Good,29,Good,4,Good,50,Good
19287,Hof,Germany,60,Moderate,1,Good,31,Good,3,Good,60,Moderate
19288,Holic,Slovakia,73,Moderate,1,Good,39,Good,1,Good,73,Moderate
19289,Ibadan,Nigeria,79,Moderate,2,Good,21,Good,2,Good,79,Moderate
19290,Igualada,Spain,45,Good,1,Good,33,Good,2,Good,45,Good
19291,Ikoma,Japan,31,Good,1,Good,31,Good,3,Good,25,Good
19292,Ikongo,Madagascar,25,Good,1,Good,21,Good,0,Good,25,Good
19293,Jatai,Brazil,25,Good,1,Good,4,Good,0,Good,25,Good
19294,Kabale,Uganda,82,Moderate,3,Good,20,Good,1,Good,82,Moderate
19295,Kambia,Sierra Leone,77,Moderate,2,Good,18,Good,1,Good,77,Moderate
19296,Dania Beach,United States of America,35,Good,1,Good,35,Good,1,Good,30,Good
19297,Drexel Hill,United States of America,45,Good,1,Good,42,Good,2,Good,45,Good
19298,Dubrovnik,Croatia,66,Moderate,1,Good,45,Good,0,Good,66,Moderate
19299,Dullewala,Pakistan,181,Unhealthy,3,Good,107,Unhealthy for Sensitive Groups,3,Good,181,Unhealthy
19300,Dunstable,United Kingdom of Great Britain and Northern Ireland,32,Good,1,Good,30,Good,1,Good,32,Good
19301,East Millcreek,United States of America,48,Good,1,Good,38,Good,3,Good,48,Good
19302,East Norriton,United States of America,48,Good,1,Good,48,Good,1,Good,41,Good
19303,East Palo Alto,United States of America,50,Good,1,Good,32,Good,3,Good,50,Good
19304,East Wenatchee Bench,United States of America,28,Good,1,Good,28,Good,1,Good,28,Good
19305,Elmadag,Turkey,44,Good,1,Good,44,Good,0,Good,32,Good
19306,Taxco,Mexico,96,Moderate,1,Good,35,Good,1,Good,96,Moderate
19307,Tepeji,Mexico,157,Unhealthy,1,Good,33,Good,2,Good,157,Unhealthy
19308,Tiruvalla,India,86,Moderate,2,Good,18,Good,4,Good,86,Moderate
19310,Toronto,Canada,38,Good,1,Good,25,Good,3,Good,38,Good
19311,Trani,Italy,57,Moderate,1,Good,57,Moderate,0,Good,49,Good
19313,Troutdale,United States of America,55,Moderate,2,Good,19,Good,8,Good,55,Moderate
19314,Tupelo,United States of America,63,Moderate,1,Good,42,Good,2,Good,63,Moderate
19315,Turek,Poland,42,Good,1,Good,42,Good,0,Good,35,Good
19316,Uklana Mandi,India,165,Unhealthy,4,Good,76,Moderate,8,Good,165,Unhealthy
19317,Unye,Turkey,34,Good,1,Good,34,Good,0,Good,33,Good
19318,Vallenar,Chile,17,Good,0,Good,17,Good,1,Good,14,Good
19319,Vedasandur,India,100,Unhealthy for Sensitive Groups,2,Good,14,Good,7,Good,100,Unhealthy for Sensitive Groups
19320,Veles,Republic of North Macedonia,72,Moderate,1,Good,45,Good,0,Good,72,Moderate
19321,Soltau,Germany,43,Good,1,Good,43,Good,0,Good,26,Good
19322,South Hadley,United States of America,48,Good,1,Good,42,Good,1,Good,48,Good
19323,Staphorst,Netherlands,37,Good,0,Good,37,Good,0,Good,28,Good
19324,Stepnogorsk,Kazakhstan,27,Good,1,Good,27,Good,0,Good,24,Good
19325,Streator,United States of America,57,Moderate,1,Good,40,Good,1,Good,57,Moderate
19326,Sulzbach,Germany,64,Moderate,1,Good,55,Moderate,0,Good,64,Moderate
19327,Sundargarh,India,156,Unhealthy,3,Good,63,Moderate,2,Good,156,Unhealthy
19328,Sunzha,Russian Federation,40,Good,1,Good,39,Good,1,Good,40,Good
19329,Surcin,Serbia,66,Moderate,1,Good,65,Moderate,0,Good,66,Moderate
19330,Suwannaphum,Thailand,99,Moderate,2,Good,15,Good,5,Good,99,Moderate
19332,Szydlowiec,Poland,44,Good,1,Good,44,Good,0,Good,40,Good
19333,Taganrog,Russian Federation,42,Good,1,Good,42,Good,1,Good,17,Good
19334,Tariba,Venezuela (Bolivarian Republic of),53,Moderate,1,Good,19,Good,0,Good,53,Moderate
19335,Taufkirchen,Germany,68,Moderate,1,Good,64,Moderate,0,Good,68,Moderate
19336,University Park,United States of America,74,Moderate,1,Good,74,Moderate,2,Good,24,Good
19337,Valle Hermoso,Mexico,35,Good,1,Good,30,Good,0,Good,35,Good
19338,Vevey,Switzerland,54,Moderate,1,Good,41,Good,0,Good,54,Moderate
19339,Ndouci,Côte d'Ivoire,40,Good,1,Good,17,Good,0,Good,40,Good
19340,Netrakona,Bangladesh,60,Moderate,1,Good,42,Good,0,Good,60,Moderate
19341,Murliganj,India,66,Moderate,2,Good,46,Good,1,Good,66,Moderate
19342,Nachingwea,United Republic of Tanzania,41,Good,0,Good,20,Good,0,Good,41,Good
19343,Nanpiao,China,71,Moderate,2,Good,71,Moderate,1,Good,65,Moderate
19344,Nowa Ruda,Poland,74,Moderate,1,Good,39,Good,1,Good,74,Moderate
19345,Mineral Del Monte,Mexico,119,Unhealthy for Sensitive Groups,1,Good,15,Good,4,Good,119,Unhealthy for Sensitive Groups
19346,Misterbianco,Italy,56,Moderate,1,Good,45,Good,1,Good,56,Moderate
19347,Monte Siao,Brazil,41,Good,1,Good,7,Good,2,Good,41,Good
19348,Montgomery,United States of America,65,Moderate,3,Good,11,Good,12,Good,65,Moderate
19349,Metro,Indonesia,63,Moderate,1,Good,39,Good,0,Good,63,Moderate
19350,Gliwice,Poland,61,Moderate,1,Good,44,Good,1,Good,61,Moderate
19351,Grenaa,Denmark,47,Good,1,Good,47,Good,0,Good,12,Good
19352,Grottaglie,Italy,65,Moderate,1,Good,65,Moderate,0,Good,64,Moderate
19353,Gulkevichi,Russian Federation,48,Good,1,Good,48,Good,0,Good,23,Good
19354,Gvardeysk,Russian Federation,35,Good,1,Good,35,Good,0,Good,21,Good
19355,Hartselle,United States of America,52,Moderate,1,Good,52,Moderate,1,Good,49,Good
19356,Hashimoto,Japan,63,Moderate,1,Good,27,Good,6,Good,63,Moderate
19357,Hengelo,Netherlands,38,Good,1,Good,38,Good,0,Good,32,Good
19358,Hilvarenbeek,Netherlands,44,Good,1,Good,39,Good,1,Good,44,Good
19359,Hisor,Tajikistan,144,Unhealthy for Sensitive Groups,1,Good,26,Good,1,Good,144,Unhealthy for Sensitive Groups
19360,Hosbach,Germany,61,Moderate,1,Good,57,Moderate,0,Good,61,Moderate
